season,episode,scene,speaker1,speaker2
8,20,1,Angela,Pam
8,20,1,Dwight,Pam
8,20,1,Gabe,Pam
8,20,1,Jim,Phyllis
8,20,1,Jim,Oscar
8,20,1,Jim,Angela
8,20,1,Jim,Dwight
8,20,1,Jim,Gabe
8,20,1,Phyllis,Oscar
8,20,1,Phyllis,Angela
8,20,1,Phyllis,Dwight
8,20,1,Phyllis,Gabe
8,20,1,Angela,Oscar
8,20,1,Dwight,Oscar
8,20,1,Gabe,Oscar
8,20,1,Angela,Dwight
8,20,1,Angela,Gabe
8,20,1,Dwight,Gabe
8,20,2,Robert,Pam
8,20,2,Nellie,Robert
8,20,2,Kevin,Robert
8,20,2,Robert,Oscar
8,20,2,Robert,Stanley
8,20,2,Robert,Dwight
8,20,2,Nellie,Pam
8,20,2,Kevin,Pam
8,20,2,Oscar,Pam
8,20,2,Stanley,Pam
8,20,2,Dwight,Pam
8,20,2,Nellie,Kevin
8,20,2,Nellie,Oscar
8,20,2,Nellie,Stanley
8,20,2,Nellie,Dwight
8,20,2,Kevin,Oscar
8,20,2,Kevin,Stanley
8,20,2,Kevin,Dwight
8,20,2,Stanley,Oscar
8,20,2,Dwight,Oscar
8,20,2,Stanley,Dwight
8,20,7,Erin,Andy
8,20,8,Erin,Andy
8,20,9,Erin,Andy
8,20,10,Phyllis,Pam
8,20,10,Phyllis,Oscar
8,20,10,Phyllis,Angela
8,20,10,Oscar,Pam
8,20,10,Angela,Pam
8,20,10,Angela,Oscar
8,20,11,Erin,Andy
8,20,12,Jim,Dwight
8,20,12,Nellie,Dwight
8,20,12,Dwight,Pam
8,20,12,Nellie,Jim
8,20,12,Jim,Pam
8,20,12,Nellie,Pam
8,20,13,Erin,Andy
8,20,13,Jessica,Andy
8,20,13,Jessica,Erin
8,20,14,Jim,Dwight
8,20,14,Nellie,Dwight
8,20,14,Nellie,Jim
8,20,15,Nellie,Dwight
8,20,15,Nellie,Jim
8,20,15,Jim,Dwight
8,20,16,Jim,Pam
8,20,16,Nellie,Jim
8,20,16,Jim,Angela
8,20,16,Jim,Oscar
8,20,16,Jim,Phyllis
8,20,16,Nellie,Pam
8,20,16,Angela,Pam
8,20,16,Oscar,Pam
8,20,16,Phyllis,Pam
8,20,16,Nellie,Angela
8,20,16,Nellie,Oscar
8,20,16,Nellie,Phyllis
8,20,16,Angela,Oscar
8,20,16,Phyllis,Angela
8,20,16,Phyllis,Oscar
8,20,17,Andy,Erin
8,20,17,Jessica,Erin
8,20,17,Jessica,Andy
8,20,18,Darryl,Pam
8,20,18,Ryan,Pam
8,20,18,Oscar,Pam
8,20,18,Angela,Pam
8,20,18,Kevin,Pam
8,20,18,Phyllis,Pam
8,20,18,Creed,Pam
8,20,18,Darryl,Ryan
8,20,18,Darryl,Oscar
8,20,18,Angela,Darryl
8,20,18,Kevin,Darryl
8,20,18,Phyllis,Darryl
8,20,18,Darryl,Creed
8,20,18,Oscar,Ryan
8,20,18,Angela,Ryan
8,20,18,Kevin,Ryan
8,20,18,Phyllis,Ryan
8,20,18,Creed,Ryan
8,20,18,Angela,Oscar
8,20,18,Kevin,Oscar
8,20,18,Phyllis,Oscar
8,20,18,Creed,Oscar
8,20,18,Kevin,Angela
8,20,18,Phyllis,Angela
8,20,18,Angela,Creed
8,20,18,Kevin,Phyllis
8,20,18,Kevin,Creed
8,20,18,Phyllis,Creed
8,20,20,Andy,Erin
8,20,20,Jessica,Erin
8,20,20,Jessica,Andy
8,20,21,Robert,Oscar
8,20,21,Nellie,Robert
8,20,21,Robert,Angela
8,20,21,Robert,Jim
8,20,21,Robert,Creed
8,20,21,Robert,Pam
8,20,21,Nellie,Oscar
8,20,21,Angela,Oscar
8,20,21,Jim,Oscar
8,20,21,Creed,Oscar
8,20,21,Pam,Oscar
8,20,21,Nellie,Angela
8,20,21,Nellie,Jim
8,20,21,Nellie,Creed
8,20,21,Nellie,Pam
8,20,21,Jim,Angela
8,20,21,Angela,Creed
8,20,21,Angela,Pam
8,20,21,Jim,Creed
8,20,21,Jim,Pam
8,20,21,Pam,Creed
8,20,22,Andy,Erin
8,20,23,Jim,Robert
8,20,23,Jim,Pam
8,20,23,Jim,Dwight
8,20,23,Nellie,Jim
8,20,23,Kevin,Jim
8,20,23,Robert,Pam
8,20,23,Robert,Dwight
8,20,23,Nellie,Robert
8,20,23,Kevin,Robert
8,20,23,Dwight,Pam
8,20,23,Nellie,Pam
8,20,23,Kevin,Pam
8,20,23,Nellie,Dwight
8,20,23,Kevin,Dwight
8,20,23,Nellie,Kevin
8,20,24,Andy,Erin
8,20,24,Jessica,Erin
8,20,24,Jessica,Andy
8,20,25,Hank,Pam
8,20,25,Jim,Pam
8,20,25,Jim,Hank
8,21,3,Phyllis,Darryl
8,21,4,Phyllis,Oscar
8,21,5,Phyllis,Meredith
8,21,6,Pam,Oscar
8,21,6,Darryl,Oscar
8,21,6,Phyllis,Oscar
8,21,6,Jim,Oscar
8,21,6,Darryl,Pam
8,21,6,Phyllis,Pam
8,21,6,Jim,Pam
8,21,6,Phyllis,Darryl
8,21,6,Jim,Darryl
8,21,6,Phyllis,Jim
8,21,8,Erin,Andy
8,21,8,Kevin,Andy
8,21,8,Dwight,Andy
8,21,8,Kevin,Erin
8,21,8,Dwight,Erin
8,21,8,Kevin,Dwight
8,21,10,Nellie,Andy
8,21,11,Jim,Pam
8,21,11,Kelly,Pam
8,21,11,Jim,Kelly
8,21,12,Jim,Pam
8,21,13,Kelly,Pam
8,21,13,Kevin,Pam
8,21,13,Kevin,Kelly
8,21,14,Jim,Ryan
8,21,14,Pam,Ryan
8,21,14,Jim,Pam
8,21,16,Pam,Ryan
8,21,16,Jim,Ryan
8,21,16,Jim,Pam
8,21,17,Nellie,Robert
8,21,17,Robert,Andy
8,21,17,Nellie,Andy
8,21,19,Nellie,Andy
8,21,19,Nellie,Angela
8,21,19,Angela,Andy
8,21,20,Erin,Andy
8,21,21,Nellie,Andy
8,21,23,Andy,Erin
8,21,24,Kelly,Ryan
8,21,26,Dwight,Erin
8,21,27,Kelly,Pam
8,21,31,Nellie,Dwight
8,21,33,Nellie,Andy
8,21,33,Nellie,Robert
8,21,33,Robert,Andy
8,21,35,Nellie,Dwight
8,21,35,Nellie,Oscar
8,21,35,Nellie,Creed
8,21,35,Nellie,Erin
8,21,35,Nellie,Kevin
8,21,35,Nellie,Angela
8,21,35,Nellie,Andy
8,21,35,Dwight,Oscar
8,21,35,Dwight,Creed
8,21,35,Dwight,Erin
8,21,35,Kevin,Dwight
8,21,35,Angela,Dwight
8,21,35,Dwight,Andy
8,21,35,Creed,Oscar
8,21,35,Erin,Oscar
8,21,35,Kevin,Oscar
8,21,35,Angela,Oscar
8,21,35,Andy,Oscar
8,21,35,Erin,Creed
8,21,35,Kevin,Creed
8,21,35,Angela,Creed
8,21,35,Andy,Creed
8,21,35,Kevin,Erin
8,21,35,Angela,Erin
8,21,35,Andy,Erin
8,21,35,Kevin,Angela
8,21,35,Kevin,Andy
8,21,35,Angela,Andy
8,21,37,Jim,Andy
8,21,37,Darryl,Andy
8,21,37,Robert,Andy
8,21,37,Gabe,Andy
8,21,37,Nellie,Andy
8,21,37,Kevin,Andy
8,21,37,Stanley,Andy
8,21,37,Andy,Creed
8,21,37,Andy,Pam
8,21,37,Dwight,Andy
8,21,37,Phyllis,Andy
8,21,37,Jim,Darryl
8,21,37,Jim,Robert
8,21,37,Jim,Gabe
8,21,37,Nellie,Jim
8,21,37,Kevin,Jim
8,21,37,Jim,Stanley
8,21,37,Jim,Creed
8,21,37,Jim,Pam
8,21,37,Jim,Dwight
8,21,37,Jim,Phyllis
8,21,37,Robert,Darryl
8,21,37,Gabe,Darryl
8,21,37,Nellie,Darryl
8,21,37,Kevin,Darryl
8,21,37,Stanley,Darryl
8,21,37,Darryl,Creed
8,21,37,Darryl,Pam
8,21,37,Dwight,Darryl
8,21,37,Phyllis,Darryl
8,21,37,Robert,Gabe
8,21,37,Nellie,Robert
8,21,37,Kevin,Robert
8,21,37,Robert,Stanley
8,21,37,Robert,Creed
8,21,37,Robert,Pam
8,21,37,Robert,Dwight
8,21,37,Robert,Phyllis
8,21,37,Nellie,Gabe
8,21,37,Kevin,Gabe
8,21,37,Stanley,Gabe
8,21,37,Gabe,Creed
8,21,37,Gabe,Pam
8,21,37,Gabe,Dwight
8,21,37,Phyllis,Gabe
8,21,37,Nellie,Kevin
8,21,37,Nellie,Stanley
8,21,37,Nellie,Creed
8,21,37,Nellie,Pam
8,21,37,Nellie,Dwight
8,21,37,Nellie,Phyllis
8,21,37,Kevin,Stanley
8,21,37,Kevin,Creed
8,21,37,Kevin,Pam
8,21,37,Kevin,Dwight
8,21,37,Kevin,Phyllis
8,21,37,Stanley,Creed
8,21,37,Stanley,Pam
8,21,37,Stanley,Dwight
8,21,37,Stanley,Phyllis
8,21,37,Pam,Creed
8,21,37,Dwight,Creed
8,21,37,Phyllis,Creed
8,21,37,Dwight,Pam
8,21,37,Phyllis,Pam
8,21,37,Phyllis,Dwight
8,21,39,Angela,Gabe
8,21,39,Robert,Gabe
8,21,39,Gabe,Dwight
8,21,39,Kevin,Gabe
8,21,39,Jim,Gabe
8,21,39,Gabe,Erin
8,21,39,Gabe,Toby
8,21,39,Nellie,Gabe
8,21,39,Robert,Angela
8,21,39,Angela,Dwight
8,21,39,Kevin,Angela
8,21,39,Jim,Angela
8,21,39,Angela,Erin
8,21,39,Angela,Toby
8,21,39,Nellie,Angela
8,21,39,Robert,Dwight
8,21,39,Kevin,Robert
8,21,39,Robert,Jim
8,21,39,Robert,Erin
8,21,39,Robert,Toby
8,21,39,Nellie,Robert
8,21,39,Kevin,Dwight
8,21,39,Jim,Dwight
8,21,39,Dwight,Erin
8,21,39,Dwight,Toby
8,21,39,Nellie,Dwight
8,21,39,Kevin,Jim
8,21,39,Kevin,Erin
8,21,39,Kevin,Toby
8,21,39,Kevin,Nellie
8,21,39,Jim,Erin
8,21,39,Jim,Toby
8,21,39,Nellie,Jim
8,21,39,Toby,Erin
8,21,39,Nellie,Erin
8,21,39,Nellie,Toby
8,21,41,Nellie,Andy
8,21,41,Erin,Andy
8,21,41,Robert,Andy
8,21,41,Darryl,Andy
8,21,41,Nellie,Erin
8,21,41,Nellie,Robert
8,21,41,Nellie,Darryl
8,21,41,Robert,Erin
8,21,41,Darryl,Erin
8,21,41,Robert,Darryl
8,21,42,Andy,Erin
8,21,42,Robert,Erin
8,21,42,Robert,Andy
8,21,43,Pam,Ryan
8,21,43,Oscar,Ryan
8,21,43,Kevin,Ryan
8,21,43,Nate,Ryan
8,21,43,Oscar,Pam
8,21,43,Kevin,Pam
8,21,43,Nate,Pam
8,21,43,Kevin,Oscar
8,21,43,Nate,Oscar
8,21,43,Kevin,Nate
8,21,45,Robert,Andy
8,21,46,Ryan,Pam
8,21,46,Jim,Pam
8,21,46,Kelly,Pam
8,21,46,Angela,Pam
8,21,46,Jim,Ryan
8,21,46,Kelly,Ryan
8,21,46,Angela,Ryan
8,21,46,Jim,Kelly
8,21,46,Jim,Angela
8,21,46,Angela,Kelly
8,21,47,Robert,Andy
8,21,47,Nellie,Robert
8,21,47,Nellie,Andy
8,21,48,Erin,Andy
8,21,49,Jim,Pam
8,21,50,Jim,Pam
8,22,1,Pam,Ryan
8,22,1,Jim,Ryan
8,22,1,Nellie,Ryan
8,22,1,Dwight,Ryan
8,22,1,Oscar,Ryan
8,22,1,Jim,Pam
8,22,1,Nellie,Pam
8,22,1,Dwight,Pam
8,22,1,Oscar,Pam
8,22,1,Nellie,Jim
8,22,1,Jim,Dwight
8,22,1,Jim,Oscar
8,22,1,Nellie,Dwight
8,22,1,Nellie,Oscar
8,22,1,Dwight,Oscar
8,22,2,Robert,Darryl
8,22,2,Angela,Darryl
8,22,2,Robert,Angela
8,22,4,Jim,Dwight
8,22,4,Dwight,Oscar
8,22,4,Dwight,Erin
8,22,4,Dwight,Pam
8,22,4,Phyllis,Dwight
8,22,4,Nellie,Dwight
8,22,4,Jim,Oscar
8,22,4,Jim,Erin
8,22,4,Jim,Pam
8,22,4,Jim,Phyllis
8,22,4,Nellie,Jim
8,22,4,Erin,Oscar
8,22,4,Pam,Oscar
8,22,4,Phyllis,Oscar
8,22,4,Nellie,Oscar
8,22,4,Erin,Pam
8,22,4,Phyllis,Erin
8,22,4,Nellie,Erin
8,22,4,Phyllis,Pam
8,22,4,Nellie,Pam
8,22,4,Nellie,Phyllis
8,22,5,Erin,Andy
8,22,5,Angela,Andy
8,22,5,Kevin,Andy
8,22,5,Andy,Pam
8,22,5,Angela,Erin
8,22,5,Kevin,Erin
8,22,5,Erin,Pam
8,22,5,Kevin,Angela
8,22,5,Angela,Pam
8,22,5,Kevin,Pam
8,22,6,Nellie,Darryl
8,22,8,Angela,Andy
8,22,8,Kevin,Angela
8,22,8,Robert,Angela
8,22,8,Kevin,Andy
8,22,8,Robert,Andy
8,22,8,Kevin,Robert
8,22,10,Kevin,Creed
8,22,10,Kevin,Dwight
8,22,10,Dwight,Creed
8,22,12,Jim,Andy
8,22,12,Andy,Pam
8,22,12,Jim,Pam
8,22,16,Robert,Andy
8,22,16,Robert,Meredith
8,22,16,Robert,Stanley
8,22,16,Meredith,Andy
8,22,16,Stanley,Andy
8,22,16,Stanley,Meredith
8,22,18,Pam,Oscar
8,22,18,Jim,Oscar
8,22,18,Jim,Pam
8,22,21,David,Andy
8,22,22,Nellie,Darryl
8,22,24,Jim,Oscar
8,22,24,Pam,Oscar
8,22,24,Jim,Pam
8,22,25,Robert,Andy
8,22,25,Robert,Erin
8,22,25,Erin,Andy
8,22,28,Oscar,Pam
8,22,30,Nellie,Darryl
8,22,32,Jim,Dwight
8,22,35,Jim,Andy
8,22,35,Erin,Andy
8,22,35,Andy,Pam
8,22,35,Kevin,Andy
8,22,35,Jim,Erin
8,22,35,Jim,Pam
8,22,35,Kevin,Jim
8,22,35,Erin,Pam
8,22,35,Kevin,Erin
8,22,35,Kevin,Pam
8,22,37,Darryl,Erin
8,22,37,Kevin,Erin
8,22,37,Erin,Pam
8,22,37,Kevin,Darryl
8,22,37,Darryl,Pam
8,22,37,Kevin,Pam
8,23,1,Gabe,Dwight
8,23,2,Gabe,Dwight
8,23,2,Jim,Gabe
8,23,2,Jim,Dwight
8,23,3,Jim,Dwight
8,23,3,Jim,Gabe
8,23,3,Dwight,Gabe
8,23,4,Dwight,Gabe
8,23,4,Robert,Dwight
8,23,4,Jim,Dwight
8,23,4,Robert,Gabe
8,23,4,Jim,Gabe
8,23,4,Robert,Jim
8,23,5,Erin,Andy
8,23,7,Jim,Dwight
8,23,7,Jim,Andy
8,23,7,Jim,Stanley
8,23,7,Jim,Phyllis
8,23,7,Jim,Robert
8,23,7,Jim,Oscar
8,23,7,Kevin,Jim
8,23,7,Dwight,Andy
8,23,7,Stanley,Dwight
8,23,7,Phyllis,Dwight
8,23,7,Robert,Dwight
8,23,7,Dwight,Oscar
8,23,7,Kevin,Dwight
8,23,7,Stanley,Andy
8,23,7,Phyllis,Andy
8,23,7,Robert,Andy
8,23,7,Andy,Oscar
8,23,7,Kevin,Andy
8,23,7,Stanley,Phyllis
8,23,7,Stanley,Robert
8,23,7,Stanley,Oscar
8,23,7,Kevin,Stanley
8,23,7,Phyllis,Robert
8,23,7,Phyllis,Oscar
8,23,7,Kevin,Phyllis
8,23,7,Robert,Oscar
8,23,7,Kevin,Robert
8,23,7,Kevin,Oscar
8,23,9,Nellie,Robert
8,23,9,Nellie,Pam
8,23,9,Robert,Pam
8,23,10,Dwight,Erin
8,23,10,Andy,Erin
8,23,10,Dwight,Andy
8,23,11,Jim,Dwight
8,23,12,Dwight,Toby
8,23,12,Dwight,Creed
8,23,12,Toby,Creed
8,23,15,Jim,Dwight
8,23,15,Jim,Toby
8,23,15,Dwight,Toby
8,23,16,Robert,Andy
8,23,16,Robert,Dwight
8,23,16,Dwight,Andy
8,23,19,Jim,Dwight
8,23,20,Jim,Dwight
8,23,22,Nellie,Pam
8,23,22,Angela,Pam
8,23,22,Nellie,Angela
8,23,24,Angela,Gabe
8,23,26,Nellie,Gabe
8,23,28,Jim,Dwight
8,23,29,Jim,Dwight
8,23,31,Jim,Dwight
8,23,32,Robert,Pam
8,23,33,Nellie,Pam
8,23,35,Robert,Erin
8,23,35,Robert,Andy
8,23,35,Robert,David
8,23,35,Andy,Erin
8,23,35,David,Erin
8,23,35,David,Andy
8,23,36,Jim,Dwight
8,24,1,Phyllis,Oscar
8,24,1,Dwight,Oscar
8,24,1,Kelly,Oscar
8,24,1,Pam,Oscar
8,24,1,Robert,Oscar
8,24,1,Kevin,Oscar
8,24,1,Phyllis,Dwight
8,24,1,Phyllis,Kelly
8,24,1,Phyllis,Pam
8,24,1,Phyllis,Robert
8,24,1,Kevin,Phyllis
8,24,1,Dwight,Kelly
8,24,1,Dwight,Pam
8,24,1,Robert,Dwight
8,24,1,Kevin,Dwight
8,24,1,Kelly,Pam
8,24,1,Robert,Kelly
8,24,1,Kevin,Kelly
8,24,1,Robert,Pam
8,24,1,Kevin,Pam
8,24,1,Kevin,Robert
8,24,6,Angela,Dwight
8,24,6,Jim,Dwight
8,24,6,Jim,Angela
8,24,12,Jim,Andy
8,24,12,Gabe,Andy
8,24,12,Nellie,Andy
8,24,12,Jim,Gabe
8,24,12,Nellie,Jim
8,24,12,Nellie,Gabe
8,24,14,Jim,Creed
8,24,14,Andy,Creed
8,24,14,Jim,Andy
8,24,16,Jim,Pam
8,24,16,Kevin,Pam
8,24,16,Kevin,Jim
8,24,17,Dwight,Pam
8,24,17,Jim,Dwight
8,24,17,Jim,Pam
8,24,18,Phyllis,Angela
8,24,18,Angela,Erin
8,24,18,Phyllis,Erin
8,24,19,Angela,Dwight
8,24,21,Angela,Dwight
8,24,23,Nellie,Andy
8,24,24,Andy,Erin
8,24,25,Angela,Dwight
8,24,26,Darryl,Val
8,24,30,Nellie,Toby
8,24,30,Andy,Toby
8,24,30,Jim,Toby
8,24,30,Erin,Toby
8,24,30,Toby,Pam
8,24,30,Gabe,Toby
8,24,30,Toby,Oscar
8,24,30,Kevin,Toby
8,24,30,Nellie,Andy
8,24,30,Nellie,Jim
8,24,30,Nellie,Erin
8,24,30,Nellie,Pam
8,24,30,Nellie,Gabe
8,24,30,Nellie,Oscar
8,24,30,Nellie,Kevin
8,24,30,Jim,Andy
8,24,30,Erin,Andy
8,24,30,Andy,Pam
8,24,30,Gabe,Andy
8,24,30,Andy,Oscar
8,24,30,Kevin,Andy
8,24,30,Jim,Erin
8,24,30,Jim,Pam
8,24,30,Jim,Gabe
8,24,30,Jim,Oscar
8,24,30,Kevin,Jim
8,24,30,Erin,Pam
8,24,30,Gabe,Erin
8,24,30,Erin,Oscar
8,24,30,Kevin,Erin
8,24,30,Gabe,Pam
8,24,30,Oscar,Pam
8,24,30,Kevin,Pam
8,24,30,Gabe,Oscar
8,24,30,Kevin,Gabe
8,24,30,Kevin,Oscar
8,24,33,Robert,Andy
8,24,33,Robert,Jim
8,24,33,Robert,David
8,24,33,Robert,Pam
8,24,33,Robert,Phyllis
8,24,33,Robert,Stanley
8,24,33,Jim,Andy
8,24,33,David,Andy
8,24,33,Andy,Pam
8,24,33,Phyllis,Andy
8,24,33,Stanley,Andy
8,24,33,Jim,David
8,24,33,Jim,Pam
8,24,33,Jim,Phyllis
8,24,33,Jim,Stanley
8,24,33,David,Pam
8,24,33,Phyllis,David
8,24,33,Stanley,David
8,24,33,Phyllis,Pam
8,24,33,Stanley,Pam
8,24,33,Phyllis,Stanley
8,24,35,Phyllis,David
8,24,35,Phyllis,Robert
8,24,35,Phyllis,Andy
8,24,35,Phyllis,Jim
8,24,35,Robert,David
8,24,35,David,Andy
8,24,35,Jim,David
8,24,35,Robert,Andy
8,24,35,Robert,Jim
8,24,35,Jim,Andy
8,24,37,Darryl,Val
8,24,39,Nellie,Andy
8,24,41,Nellie,Andy
8,24,42,Meredith,David
8,24,42,Robert,David
8,24,42,David,Andy
8,24,42,Robert,Meredith
8,24,42,Meredith,Andy
8,24,42,Robert,Andy
8,24,43,Angela,Dwight
9,1,7,Jim,Pam
9,1,8,Kelly,Toby
9,1,10,Kelly,Erin
9,1,13,Jim,Pam
9,1,15,Stanley,Clark
9,1,15,Phyllis,Clark
9,1,15,Stanley,Phyllis
9,1,19,Nellie,Stanley
9,1,19,Stanley,Meredith
9,1,19,Stanley,Pete
9,1,19,Nellie,Meredith
9,1,19,Nellie,Pete
9,1,19,Meredith,Pete
9,1,21,Andy,Erin
9,1,21,Nellie,Erin
9,1,21,Pete,Erin
9,1,21,Clark,Erin
9,1,21,Darryl,Erin
9,1,21,Dwight,Erin
9,1,21,Nellie,Andy
9,1,21,Pete,Andy
9,1,21,Clark,Andy
9,1,21,Darryl,Andy
9,1,21,Dwight,Andy
9,1,21,Nellie,Pete
9,1,21,Nellie,Clark
9,1,21,Nellie,Darryl
9,1,21,Nellie,Dwight
9,1,21,Clark,Pete
9,1,21,Darryl,Pete
9,1,21,Dwight,Pete
9,1,21,Darryl,Clark
9,1,21,Dwight,Clark
9,1,21,Dwight,Darryl
9,1,23,Kevin,Angela
9,1,25,Kevin,Angela
9,1,25,Angela,Oscar
9,1,25,Kevin,Oscar
9,1,26,David,Andy
9,1,26,Toby,Andy
9,1,26,David,Toby
9,1,27,Dwight,Clark
9,1,29,Jim,Dwight
9,1,30,Angela,Oscar
9,1,31,Nellie,Andy
9,1,35,Jim,Pete
9,1,37,Nellie,Andy
9,1,37,Kevin,Andy
9,1,37,Darryl,Andy
9,1,37,Clark,Andy
9,1,37,Nellie,Kevin
9,1,37,Nellie,Darryl
9,1,37,Nellie,Clark
9,1,37,Kevin,Darryl
9,1,37,Kevin,Clark
9,1,37,Darryl,Clark
9,1,39,Darryl,Andy
9,1,39,Dwight,Darryl
9,1,39,Darryl,Clark
9,1,39,Darryl,Oscar
9,1,39,Darryl,Toby
9,1,39,Dwight,Andy
9,1,39,Clark,Andy
9,1,39,Andy,Oscar
9,1,39,Toby,Andy
9,1,39,Dwight,Clark
9,1,39,Dwight,Oscar
9,1,39,Dwight,Toby
9,1,39,Clark,Oscar
9,1,39,Toby,Clark
9,1,39,Toby,Oscar
9,1,41,Dwight,Pam
9,1,42,Angela,Pete
9,1,44,Dwight,Pam
9,1,45,Angela,Pete
9,1,45,Pete,Oscar
9,1,45,Angela,Oscar
9,1,47,Jim,Pam
9,1,53,Nellie,Meredith
9,1,53,Stanley,Meredith
9,1,53,Nellie,Stanley
9,2,2,Kevin,Pam
9,2,2,Kevin,Erin
9,2,2,Kevin,Andy
9,2,2,Kevin,Creed
9,2,2,Kevin,Jim
9,2,2,Erin,Pam
9,2,2,Andy,Pam
9,2,2,Creed,Pam
9,2,2,Jim,Pam
9,2,2,Andy,Erin
9,2,2,Erin,Creed
9,2,2,Jim,Erin
9,2,2,Andy,Creed
9,2,2,Jim,Andy
9,2,2,Jim,Creed
9,2,3,Kevin,Pam
9,2,3,Kevin,Erin
9,2,3,Erin,Pam
9,2,7,Jim,Pam
9,2,8,Pete,Erin
9,2,8,Clark,Erin
9,2,8,Clark,Pete
9,2,9,Nellie,Creed
9,2,11,Roy,Darryl
9,2,12,Jim,Pam
9,2,14,Nellie,Kevin
9,2,14,Nellie,Stanley
9,2,14,Nellie,Angela
9,2,14,Nellie,Toby
9,2,14,Nellie,Creed
9,2,14,Nellie,Dwight
9,2,14,Nellie,Andy
9,2,14,Kevin,Stanley
9,2,14,Kevin,Angela
9,2,14,Kevin,Toby
9,2,14,Kevin,Creed
9,2,14,Kevin,Dwight
9,2,14,Kevin,Andy
9,2,14,Stanley,Angela
9,2,14,Stanley,Toby
9,2,14,Stanley,Creed
9,2,14,Stanley,Dwight
9,2,14,Stanley,Andy
9,2,14,Angela,Toby
9,2,14,Angela,Creed
9,2,14,Angela,Dwight
9,2,14,Angela,Andy
9,2,14,Toby,Creed
9,2,14,Dwight,Toby
9,2,14,Andy,Toby
9,2,14,Dwight,Creed
9,2,14,Andy,Creed
9,2,14,Dwight,Andy
9,2,16,Nellie,Dwight
9,2,17,Jim,Roy
9,2,18,Erin,Clark
9,2,18,Pete,Clark
9,2,18,Pete,Erin
9,2,21,Jim,Roy
9,2,21,Roy,Pam
9,2,21,Roy,Darryl
9,2,21,Jim,Pam
9,2,21,Jim,Darryl
9,2,21,Darryl,Pam
9,2,22,Jim,Pam
9,2,23,Jim,Pam
9,2,23,Jim,Angela
9,2,23,Angela,Pam
9,2,24,Nellie,Dwight
9,2,27,Nellie,Dwight
9,2,28,Erin,Andy
9,2,29,Clark,Andy
9,2,29,Pete,Andy
9,2,29,Pete,Clark
9,2,31,Kevin,Oscar
9,2,31,Angela,Oscar
9,2,31,Phyllis,Oscar
9,2,31,Toby,Oscar
9,2,31,Jim,Oscar
9,2,31,Pam,Oscar
9,2,31,Kevin,Angela
9,2,31,Kevin,Phyllis
9,2,31,Kevin,Toby
9,2,31,Kevin,Jim
9,2,31,Kevin,Pam
9,2,31,Phyllis,Angela
9,2,31,Angela,Toby
9,2,31,Jim,Angela
9,2,31,Angela,Pam
9,2,31,Phyllis,Toby
9,2,31,Phyllis,Jim
9,2,31,Phyllis,Pam
9,2,31,Jim,Toby
9,2,31,Toby,Pam
9,2,31,Jim,Pam
9,2,35,Darryl,Andy
9,2,37,Darryl,Andy
9,2,37,Jim,Andy
9,2,37,Andy,Oscar
9,2,37,Meredith,Andy
9,2,37,Angela,Andy
9,2,37,Erin,Andy
9,2,37,Clark,Andy
9,2,37,Pete,Andy
9,2,37,Jim,Darryl
9,2,37,Darryl,Oscar
9,2,37,Meredith,Darryl
9,2,37,Angela,Darryl
9,2,37,Darryl,Erin
9,2,37,Darryl,Clark
9,2,37,Darryl,Pete
9,2,37,Jim,Oscar
9,2,37,Jim,Meredith
9,2,37,Jim,Angela
9,2,37,Jim,Erin
9,2,37,Jim,Clark
9,2,37,Jim,Pete
9,2,37,Meredith,Oscar
9,2,37,Angela,Oscar
9,2,37,Erin,Oscar
9,2,37,Clark,Oscar
9,2,37,Pete,Oscar
9,2,37,Angela,Meredith
9,2,37,Meredith,Erin
9,2,37,Meredith,Clark
9,2,37,Meredith,Pete
9,2,37,Angela,Erin
9,2,37,Angela,Clark
9,2,37,Angela,Pete
9,2,37,Clark,Erin
9,2,37,Pete,Erin
9,2,37,Pete,Clark
9,2,38,Nellie,Dwight
9,2,39,Darryl,Erin
9,2,39,Andy,Erin
9,2,39,Darryl,Andy
9,2,40,Jim,Pam
9,2,42,Erin,Pete
9,2,43,Dwight,Darryl
9,2,43,Nellie,Dwight
9,2,43,Nellie,Darryl
9,2,44,Andy,Clark
9,2,44,Pete,Clark
9,2,44,Pete,Andy
9,2,45,Andy,Erin
9,2,45,Clark,Erin
9,2,45,Pete,Erin
9,2,45,Clark,Andy
9,2,45,Pete,Andy
9,2,45,Pete,Clark
9,2,47,Nellie,Dwight
9,3,1,Dwight,Pam
9,3,4,Darryl,Erin
9,3,6,Dwight,Erin
9,3,8,Dwight,Erin
9,3,9,Nellie,Pam
9,3,9,Andy,Pam
9,3,9,Jim,Pam
9,3,9,Nellie,Andy
9,3,9,Nellie,Jim
9,3,9,Jim,Andy
9,3,10,Nellie,Andy
9,3,15,Clark,Pete
9,3,16,Pete,Clark
9,3,17,Jim,Darryl
9,3,17,Darryl,Andy
9,3,17,Jim,Andy
9,3,19,Nellie,Pam
9,3,20,Phyllis,Oscar
9,3,20,Stanley,Oscar
9,3,20,Phyllis,Stanley
9,3,21,Dwight,Erin
9,3,22,Nellie,Pam
9,3,24,Nellie,Pam
9,3,25,Andy,Oscar
9,3,27,Darryl,Andy
9,3,28,Dwight,Erin
9,3,29,Erin,Pete
9,3,30,Nellie,Pam
9,3,31,Erin,Andy
